
Water vapor (H2O) dissociation cross-sections
Andrew Lincowski
Virtual Planetary Laboratory
University of Washington
Updated 3/7/2018
======================================
1176.5  7.5809e-18
1177.9  5.9045e-18
1179.2  4.5048e-18
1180.6  2.8844e-18
1182.0  2.3658e-18
1183.4  2.7663e-18
1184.8  3.0776e-18
1186.2  3.3378e-18
1187.6  3.5801e-18
1189.1  4.7558e-18
1190.5  6.7745e-18
1191.9  1.1280e-17
1193.3  1.0946e-17
1194.7  1.2596e-17
1196.2  1.0523e-17
1197.6  9.2399e-18
1199.0  7.4766e-18
1200.5  5.7372e-18
1201.9  5.1434e-18
1203.4  4.3384e-18
1204.8  3.7763e-18
1206.3  3.6414e-18
1207.7  3.8524e-18
1209.2  4.5674e-18
1210.7  5.8634e-18
1212.1  7.3909e-18
1213.6  9.8246e-18
1215.1  1.2780e-17
1216.5  1.5696e-17
1218.0  1.7086e-17
1219.5  2.1575e-17
1221.0  2.1063e-17
1222.5  1.8205e-17
1224.0  1.3433e-17
1225.5  7.4051e-18
1227.0  3.8803e-18
1228.5  2.3850e-18
1230.0  2.2400e-18
1231.5  2.5533e-18
1233.0  3.0941e-18
1234.6  3.8173e-18
1236.1  4.9746e-18
1237.6  1.1320e-17
1239.2  1.7381e-17
1240.7  1.5523e-17
1242.2  1.1110e-17
1243.8  7.4524e-18
1245.3  6.2234e-18
1246.9  5.6861e-18
1248.4  5.7001e-18
1250.0  5.9001e-18
1251.6  6.1555e-18
1253.1  6.4714e-18
1254.7  6.7410e-18
1256.3  6.8944e-18
1257.9  6.9286e-18
1259.4  6.8450e-18
1261.0  6.8726e-18
1262.6  7.0290e-18
1264.2  7.2553e-18
1265.8  7.5720e-18
1267.4  7.8324e-18
1269.0  7.9607e-18
1270.6  7.8095e-18
1272.3  7.5212e-18
1273.9  7.2998e-18
1275.5  7.3571e-18
1277.1  7.5880e-18
1278.8  7.8941e-18
1280.4  8.1146e-18
1282.1  8.1585e-18
1283.7  8.0284e-18
1285.3  7.7177e-18
1287.0  7.3647e-18
1288.7  7.2141e-18
1290.3  7.2985e-18
1292.0  7.5597e-18
1293.7  7.8289e-18
1295.3  7.8723e-18
1297.0  7.6220e-18
1298.7  7.1781e-18
1300.4  6.7894e-18
1302.1  6.5943e-18
1303.8  6.6855e-18
1305.5  7.0295e-18
1307.2  7.4230e-18
1308.9  7.3019e-18
1310.6  6.5938e-18
1312.3  5.9017e-18
1314.1  5.4881e-18
1315.8  5.5090e-18
1317.5  6.0026e-18
1319.3  6.5164e-18
1321.0  6.5125e-18
1322.8  6.1646e-18
1324.5  5.4924e-18
1326.3  4.7321e-18
1328.0  4.3350e-18
1329.8  4.4672e-18
1331.6  4.9169e-18
1333.3  5.1631e-18
1335.1  5.0541e-18
1336.9  4.7081e-18
1338.7  4.2642e-18
1340.5  4.0516e-18
1342.3  3.7587e-18
1344.1  3.5187e-18
1345.9  3.5914e-18
1347.7  3.6460e-18
1349.5  3.5750e-18
1351.4  3.3348e-18
1353.2  3.1546e-18
1355.0  3.0114e-18
1356.9  2.6980e-18
1358.7  2.4367e-18
1360.5  2.2852e-18
1362.4  2.3282e-18
1364.3  2.4747e-18
1366.1  2.4307e-18
1368.0  2.1860e-18
1369.9  1.9020e-18
1371.7  1.7493e-18
1373.6  1.7457e-18
1375.5  1.8139e-18
1377.4  1.8630e-18
1379.3  1.7471e-18
1381.2  1.5348e-18
1383.1  1.3347e-18
1385.0  1.1731e-18
1387.0  1.0937e-18
1388.9  1.1154e-18
1390.8  1.1889e-18
1392.8  1.2410e-18
1394.7  1.2064e-18
1396.6  1.1296e-18
1398.6  1.0019e-18
1400.6  8.3345e-19
1402.5  7.2575e-19
1404.5  6.8248e-19
1406.5  6.8682e-19
1408.5  7.4108e-19
1410.4  7.8156e-19
1412.4  7.6207e-19
1414.4  7.1780e-19
1416.4  6.6206e-19
1418.4  6.2795e-19
1420.5  5.9749e-19
1422.5  5.5710e-19
1424.5  5.2632e-19
1426.5  5.2125e-19
1428.6  5.3226e-19
1430.6  5.4743e-19
1432.7  5.5229e-19
1434.7  5.3701e-19
1436.8  5.1829e-19
1438.8  5.2185e-19
1440.9  5.3298e-19
1443.0  5.3744e-19
1445.1  5.3390e-19
1447.2  5.3105e-19
1449.3  5.3427e-19
1451.4  5.4637e-19
1453.5  5.6412e-19
1455.6  5.7700e-19
1457.7  5.8978e-19
1459.9  6.0450e-19
1462.0  6.2492e-19
1464.1  6.5394e-19
1466.3  6.7612e-19
1468.4  6.9185e-19
1470.6  7.0806e-19
1472.8  7.2796e-19
1474.9  7.5389e-19
1477.1  7.8176e-19
1479.3  8.0823e-19
1481.5  8.3982e-19
1483.7  8.7116e-19
1485.9  9.0242e-19
1488.1  9.4070e-19
1490.3  9.7622e-19
1492.5  1.0114e-18
1494.8  1.0490e-18
1497.0  1.0840e-18
1499.3  1.1247e-18
1501.5  1.1637e-18
1503.8  1.2069e-18
1506.0  1.2488e-18
1508.3  1.2970e-18
1510.6  1.3440e-18
1512.9  1.3924e-18
1515.2  1.4440e-18
1517.5  1.4947e-18
1519.8  1.5470e-18
1522.1  1.6003e-18
1524.4  1.6532e-18
1526.7  1.7087e-18
1529.1  1.7646e-18
1531.4  1.8218e-18
1533.7  1.8802e-18
1536.1  1.9430e-18
1538.5  2.0060e-18
1540.8  2.0685e-18
1543.2  2.1335e-18
1545.6  2.1997e-18
1548.0  2.2685e-18
1550.4  2.3386e-18
1552.8  2.4077e-18
1555.2  2.4796e-18
1557.6  2.5512e-18
1560.1  2.6286e-18
1562.5  2.7007e-18
1564.9  2.7744e-18
1567.4  2.8499e-18
1569.9  2.9253e-18
1572.3  2.9966e-18
1574.8  3.0721e-18
1577.3  3.1496e-18
1579.8  3.2262e-18
1582.3  3.3043e-18
1584.8  3.3825e-18
1587.3  3.4632e-18
1589.8  3.5418e-18
1592.4  3.6273e-18
1594.9  3.7076e-18
1597.4  3.7879e-18
1600.0  3.8707e-18
1602.6  3.9518e-18
1605.1  4.0280e-18
1607.7  4.1031e-18
1610.3  4.1769e-18
1612.9  4.2473e-18
1615.5  4.3148e-18
1618.1  4.3808e-18
1620.7  4.4440e-18
1623.4  4.5075e-18
1626.0  4.5687e-18
1628.7  4.6291e-18
1631.3  4.6886e-18
1634.0  4.7514e-18
1636.7  4.8122e-18
1639.3  4.8656e-18
1642.0  4.9227e-18
1644.7  4.9753e-18
1647.4  5.0252e-18
1650.2  5.0722e-18
1652.9  5.1091e-18
1655.6  5.1410e-18
1658.4  5.1624e-18
1661.1  5.1759e-18
1663.9  5.1839e-18
1666.7  5.1823e-18
1669.4  5.1776e-18
1672.2  5.1653e-18
1675.0  5.1532e-18
1677.9  5.1376e-18
1680.7  5.1249e-18
1683.5  5.1113e-18
1686.3  5.0986e-18
1689.2  5.0875e-18
1692.0  5.0728e-18
1694.9  5.0561e-18
1697.8  5.0350e-18
1700.7  5.0038e-18
1703.6  4.9639e-18
1706.5  4.9115e-18
1709.4  4.8468e-18
1712.3  4.7679e-18
1715.3  4.6704e-18
1718.2  4.5616e-18
1721.2  4.4389e-18
1724.1  4.3117e-18
1727.1  4.1765e-18
1730.1  4.0433e-18
1733.1  3.9165e-18
1736.1  3.7907e-18
1739.1  3.6710e-18
1742.2  3.5503e-18
1745.2  3.4452e-18
1748.3  3.3414e-18
1751.3  3.2441e-18
1754.4  3.1452e-18
1757.5  3.0407e-18
1760.6  2.9318e-18
1763.7  2.8160e-18
1766.8  2.6872e-18
1769.9  2.5473e-18
1773.0  2.3942e-18
1776.2  2.2232e-18
1779.4  2.0434e-18
1782.5  1.8629e-18
1785.7  1.6755e-18
1788.9  1.4925e-18
1792.1  1.3144e-18
1795.3  1.1471e-18
1798.6  9.8662e-19
1801.8  8.4867e-19
1805.1  7.2252e-19
1808.3  6.1542e-19
1811.6  5.1942e-19
1814.9  4.3703e-19
1818.2  3.6784e-19
1821.5  3.0844e-19
1824.8  2.5914e-19
1828.2  2.1605e-19
1831.5  1.8160e-19
1834.9  1.5226e-19
1838.2  1.2957e-19
1841.6  1.0904e-19
1845.0  9.1213e-20
1848.4  7.7803e-20
1851.9  6.5251e-20
1855.3  5.5134e-20
1858.7  4.6627e-20
1862.2  3.9968e-20
1865.7  3.4039e-20
1869.2  2.9348e-20
1872.7  2.4820e-20
1876.2  2.1434e-20
1879.7  1.8364e-20
1883.2  1.7642e-20
1886.8  1.7100e-20
1890.4  1.6559e-20
1893.9  1.6032e-20
1897.5  1.5491e-20
1901.1  1.4949e-20
1904.8  1.4392e-20
1908.4  1.3851e-20
1912.0  1.3309e-20
1915.7  1.2753e-20
1919.4  1.2196e-20
1923.1  1.1639e-20
