
Methylperoxy (CH3O2) dissociation cross-sections
Andrew Lincowski
Virtual Planetary Laboratory
University of Washington
Updated 3/14/2018
======================================
1176.5  1.0000e-18
1177.9  1.0000e-18
1179.2  1.0000e-18
1180.6  1.0000e-18
1182.0  1.0000e-18
1183.4  1.0000e-18
1184.8  1.0000e-18
1186.2  1.0000e-18
1187.6  1.0000e-18
1189.1  1.0000e-18
1190.5  1.0000e-18
1191.9  1.0000e-18
1193.3  1.0000e-18
1194.7  1.0000e-18
1196.2  1.0000e-18
1197.6  1.0000e-18
1199.0  1.0000e-18
1200.5  1.0000e-18
1201.9  1.0000e-18
1203.4  1.0000e-18
1204.8  1.0000e-18
1206.3  1.0000e-18
1207.7  1.0000e-18
1209.2  1.0000e-18
1210.7  1.0000e-18
1212.1  1.0000e-18
1213.6  1.0000e-18
1215.1  1.0000e-18
1216.5  1.0000e-18
1218.0  1.0000e-18
1219.5  1.0000e-18
1221.0  1.0000e-18
1222.5  1.0000e-18
1224.0  1.0000e-18
1225.5  1.0000e-18
1227.0  1.0000e-18
1228.5  1.0000e-18
1230.0  1.0000e-18
1231.5  1.0000e-18
1233.0  1.0000e-18
1234.6  1.0000e-18
1236.1  1.0000e-18
1237.6  1.0000e-18
1239.2  1.0000e-18
1240.7  1.0000e-18
1242.2  1.0000e-18
1243.8  1.0000e-18
1245.3  1.0000e-18
1246.9  1.0000e-18
1248.4  1.0000e-18
1250.0  1.0000e-18
1251.6  1.0000e-18
1253.1  1.0000e-18
1254.7  1.0000e-18
1256.3  1.0000e-18
1257.9  1.0000e-18
1259.4  1.0000e-18
1261.0  1.0000e-18
1262.6  1.0000e-18
1264.2  1.0000e-18
1265.8  1.0000e-18
1267.4  1.0000e-18
1269.0  1.0000e-18
1270.6  1.0000e-18
1272.3  1.0000e-18
1273.9  1.0000e-18
1275.5  1.0000e-18
1277.1  1.0000e-18
1278.8  1.0000e-18
1280.4  1.0000e-18
1282.1  1.0000e-18
1283.7  1.0000e-18
1285.3  1.0000e-18
1287.0  1.0000e-18
1288.7  1.0000e-18
1290.3  1.0000e-18
1292.0  1.0000e-18
1293.7  1.0000e-18
1295.3  1.0000e-18
1297.0  1.0000e-18
1298.7  1.0000e-18
1300.4  1.0000e-18
1302.1  1.0000e-18
1303.8  1.0000e-18
1305.5  1.0000e-18
1307.2  1.0000e-18
1308.9  1.0000e-18
1310.6  1.0000e-18
1312.3  1.0000e-18
1314.1  1.0000e-18
1315.8  1.0000e-18
1317.5  1.0000e-18
1319.3  1.0000e-18
1321.0  1.0000e-18
1322.8  1.0000e-18
1324.5  1.0000e-18
1326.3  1.0000e-18
1328.0  1.0000e-18
1329.8  1.0000e-18
1331.6  1.0000e-18
1333.3  1.0000e-18
1335.1  1.0000e-18
1336.9  1.0000e-18
1338.7  1.0000e-18
1340.5  1.0000e-18
1342.3  1.0000e-18
